,user_id,social_type,channel_link,channel_name,channel_info,channel_readiness_collab,channel_verify,channel_ava,social_num_subs,social_num_photos,social_num_videos,social_num_files,social_num_links
10,c95601c8567647ab8d335800be88a978,tg,https://t.me/businessmother,ПредприниМать,"Простым и понятным языком про нейросети и AI-продукты.\\n\\nЗакрытый канал с уроками по ИИ в маркетинге, SMM, креативе: @ai_shorina_bot\\n\\nВсе вопросы сюда ➡️ @shorina_yu",0,0,https://cdn4.cdn-telegram.org/file/Vz9D3PfkWcFxeLMWwi1u7ggdvN4eCdycFJWMh-nT3DPj4Y6530YCBbdELuTgxyc_qBpdq6BFEi8-M1fMLxfD5coAP1RSeEg4KCPs7McR-XcAOA3PrbUGxPsDv_G9S5gPGtpBhpsQKS3vvJXu0wiTgK96fsryv84t5BKKeY-GW1_yAsFVJqEVlq55lug3wXgE3bS6zRCrOmFACJxp1dImP9GVq96-O7eFQ467eEs7bIg0Wl2PJkjbC8zKSTHUuGaDgiyPiVMiwKJHtw4GhaYClL9YCdXmC-KGDqvpdDrDc3yn9XGfZ3GORwXh-zd11Okq0-eRsQzpZwNodHXafw55rg.jpg,309,263,44,3,98
11,7716340ff8344c359a2d2c59adb42fea,tg,https://t.me/My_full_contact,Антистресс для предпринимателей \U0001fa76 Ирина Матухнова,"Данный канал батарейка для жизни, которая нужна любому предпринимателю. Здесь вы найдете ответы на важные вопросы, получите заряд радости и вдохновения.",0,0,https://cdn4.cdn-telegram.org/file/tvLkbSl72WvLtk2_wMPUaNqxIKz3NhS1TUODkQUm8iRmE6lEgC_WA7b3WocsqaQZD3fQ-7HSFHSEFxCTWgl_38A4WAjW1_crdhNq_U_5M3xrXJYSDkrwiBicjHV032JQ_0_P40BfkCzJNG0m_gJyaWZPpgek_qAm6J3nctSOdd1qoz1yd6RQ_vCRFXg5qsSaVvjysZd5IT0dKYURid8v0FuKeBWfvt6FZ-n4Hr7cLARKLOFHQm1khRJbQ_JdoH_jRYjT6luDCQ8DDGKvHVtPzf_OzKcFVgXUBX9Q2naoVODE8zScRSvb3LtAEjAEopDD96coKjAAWy1BzCwim-Drdg.jpg,316,174,85,2,65
12,8d6cf228fd2c4bc889d161c2841f79ea,tg,https://t.me/that_was_the_plan,Так и было задумано,"Менеджер, который распрямляет процессы, спорит с самозванцем и задорно перформит. Здесь — мои хаотичные методы выживания: как не утонуть в задачах, сохранить баланс между стратегией и рутиной и не потерять команду, фокус и себя\\n\\n@rawtu, пишу о том, о сем",0,0,https://cdn4.cdn-telegram.org/file/tZqQjwDrT57FoHQGQkR5uIGIMkBGhqQ6xA__0G6iLtKGn3e50kB7fpoo0Lw-tJifBP66QDqvPyJgT3L4fPvH5ajeknoKmyD50id_4ZA52rscPOQ8hgJb0ENh_gVZpTtVl5h6RdpcqqH40gyMolYuRLEZbHYMb_yQFY40S7pw5ULgYaBuEf7uf_Eu36NGmYDeAw96r8SZ2wCAT8WB2PMOoO5gwTMuXtZWeTxW3Dyir08k5TO5ZYRQm9ARAZWuu19HTjfHmjVczh5coboEwdzFOj6XXJTwwc0m84IUEEqez4QlD7Qz7SbWmIUiKICibrzDu32AY1KiQLdjffmWbr_tXg.jpg,137,28,1,1,19
13,231cf867bbc943fa823baa74885121dc,tg,https://t.me/ognevapr,Опять Огнева?,"Заметки регионального пиарщика, инсайты/ды, практический опыт и немного личного от краснодарского пиар-директора.\\n\\nПредложить что-то или позвать на проект сюда: https://ogncy.ru/",0,0,https://cdn4.cdn-telegram.org/file/dZsry-EVtpjOaTvcIhnUv7jP_KhFGL_wZKC9gfYMNjpOww-ekBL3A7vjKr7_x-5C4A-oNz9yzZ8FPS8LTG2twUlhzLuzyDkNUHsY5CiWI7zvzuLXWq1A9-u8istLuX2G9BFd_Tu4diwksk2e7E4oIh2j-ffQxuAhCUVlGmq1igUmaHyg8zouUAa-1MxoKZ5mGqyTkYSYGuN6u_ajzQjIs4KWXF_9QamZNWP3ki2-44gE7Mem62jsSPD4TEinmPJEgEC_P-Gv_vQgofUakI3MIibevRqAzENvPdBIBxex3InuReF285IUJMCVuV_9-Ebmn4xMvPFhXo_-tbppvPZCLg.jpg,108,37,8,0,35
14,3c06fd1312a245849c915f7c71e49922,tg,https://t.me/vividvisualkrd,Видеограф | SMM | Краснодар,"Сниму ролик для ваших соц. сетей или личного архива 🎬\\nПроведу фотосессию 📷\\n\\nНа этом канале вы можете увидеть мою работу изнутри, кейсы ❤️\\n\\nЗаписаться на съемку - @chelyshevavi",0,0,https://cdn4.cdn-telegram.org/file/u6vqx0GMf2A0CxNO1v3y3unDSw1n38LqHEoO2K3PFhL7MFFTWU0IpxL-NGngFsEKoVkQHDYyYWydcoQYoFo6H6ShdXTJlcRY0HPTX7Pb0CyWW9KPNK-m5lunx6dRIN2_vWN3jk1wNPjme6YNNJgMXNoKWUU91y_IMKiN97i20JSXlxiGA5Ra_QzgjuCgckDCQOUsYje9eXOsNTx-U6AbBax5pa5X32YRzPHH1CjyXB9mdvBoVk32XrV7Yggh7nyj1vd4nobxGdZToUvaHhYsFwnXhZyrCyMLW0B7Oy6ASXN5OZevG9Oa2bkI_kU0KkkHxKTfjh3cnOQgplA7GIM0nA.jpg,27,120,94,0,1
15,c5647b22545c4c3eb7dc144ba1bda736,tg,https://t.me/for_Founder,ДЛЯ ОСНОВАТЕЛЕЙ,"Канал для предпринимателей и экспертов. Про развитие стратегического и тактического мышления, про целеполагание. Про мышление без ограничений. Про развитие: лидерства, EQ, управленческих компетенции. Про эффективную команду.",0,0,https://cdn4.cdn-telegram.org/file/NyG0k_1yk9LQH5FfHxUncG1ZdW3h55p7l4SDLpf4V34qwybgApHIPebt3thyDBTs8b0pYkFGAl4h9tUK-6LP7xpDjY-7rHesqGFxsKsphst-q8ULZBwrHvcS2cgB2OINPMuCs_yDq6xRE1m59IHA0d_hdnScIQ8H05BQmF7zhyX75Eml-EkDezanEJcWTZERd_TY5v_c1TSBLc4C4w5pmggnNlB5ZL1slRk-ILGC1-T3W559FZ-krwHLrPlouqs7ioZKBvAkwwpEoIDhWX5qa-7Q0jRZXUZUfk8VWy54lt5l7OvLzi2OjcFGoU9oDV4BRK8MJowBt7DtaJevLGMY5A.jpg,25,7,1,0,1
16,c0dc4caa4a6742f58239c06c8ae6ee3d,tg,https://t.me/yugmarketing,Южный клуб маркетинга,"Закрываем все вопросы по маркетингу.\\n\\nПомогаем бизнесу расти, делясь лучшими практиками в маркетинге.\\n\\nРегулярные бизнес-мероприятия @yugmarketing\\n\\nПартнерство, сотрудничество: @jpalumae\\n\\nВзаимный PR, экспертное размещение: @almaz_olga",0,0,https://cdn4.cdn-telegram.org/file/NHYax3mr-So37YuXiuo45NIpVfHrmNqOJPf_-D5eLHJqe2EjWNh762fDCGSFGalr7GGlEjhslGWbWUqu0l5qAHhxBL2g76l0LpbYrqyYkaneYs7n9v5uuAw8Bk8LaTNJskPSroICKP_ondsPE4FHE1VnH55b0upL_zB4qRmvto309hz6NEgxEszw8lgMJodF6BKhDfO8WwswxhKCxCVVm-Gi9ofRldi-K9SNda1xl1sGD5iIjc4isbO-1akzuhB2Yxfl_S_OcCXdbFha7IgiXMVaFuEdpWQv817GFPm2z9kWTqwOaaU-t8OQtiXNSXQpREpDKjoXW5x6ePoFS9nW6w.jpg,2.7K,577,110,4,402
17,67d07aed7bf14add979bf481ce1a9129,tg,https://t.me/camilla_business,Камилла про бизнес и маркетинг,"Предприниматель и маркетолог, 10 лет опыта. Рассказываю, как быть богатым не быстро, а навсегда, выстроить системный бизнес и маркетинг и привлекать клиентов из Телеграма.\\n\\nНаписать нам: @camilla_team\\n\\nКурс по Телеграму: https://clck.ru/3AYQCH",0,0,https://cdn4.cdn-telegram.org/file/H0F3noevh4GYpQmi_uWkU7U7aPMdNPPNcMc2HCmPEzK8kGLqsx4EcykPeotVq1HvUwsRDxq6J39_OeYfeF8HazJMDDaIezeMpn8eaV3ZJUz3ejtWnyDW4JWMJ4C_2DzbTAkW2Hnz4eVkeS0m7whfngOMxBQwTFP7Dkm5BwPrA6LhLJ_qTKRveu5baYgLgyQxXYFXNTqY9fMDT63vs_aHuBi8FBZCxVGByYNqt-HH82dpTeR5yicE9qLA99D_Sx2208jJrJwKt-PrWdL8IngfFNLKUR_tVPnGtFGkghC4-jR4uKWfuw1EHF8PN_ARWvBZ_UcFSdHj4Fd4Vtj2nZoLSg.jpg,22.1K,1.15K,325,5,756
18,e0a8f0afcd7e4317a50ea5c0eb2caa78,tg,https://t.me/inclient,Бегин,"Контент-маркетинг, нейросети и житие-бытие. Автор: Алексей Бегин (@begin17)",0,0,https://cdn4.cdn-telegram.org/file/LDn3ZRoLjaEUzn1w9uPqq6gOi4Wrq40313O9lGUk5Tsc3mC36h5YkmjHiD9yDtFIjY9Q4pwE_Sfth2QBpoZ9Obv9xZqJe1fxKS4qJ8-SGI7OzwHHn3rZ388l2D_dQHpAAHnfl0vQWcqyN97OnX-hEIVoN2jZxCF7ZfY2_UvEQ5vZ6gdZPWMRQv4e2KvXPnjOLxiv2tbSOGtwoqUrouJg0vYd0P-fECHTN_kFqVVQBA79E7BqFOTJ9oBBBemY_avJzq1RVinClLmjZNwjFQjVtTPRwjnWb7D_GVMKgGubkfDixKI3B867XSzIgr7wVWhirjTtSWQvPlEhVewjEojM_g.jpg,9.49K,578,23,27,549
19,80f45ce129894295bc784236681967f1,tg,https://t.me/marketlead_me,Вероника и GPT-маркетологи,"🏴\u200d☠️ Пишу как сделать карьеру в маркетинге. И успевать больше с GPT. Делаю Marketlead.me, где мы подобрали уже 100 маркетологов в штат.\\n\\nКо мне: @supernilson\\nВакансии Marketlead: https://spb.hh.ru/employer/10718562",0,0,https://cdn4.cdn-telegram.org/file/i_GreLjnOHeHOWrLYw-HDnASLPbrteh2pT6Ie3wckRhI8O1JARVmui2OMpiPAaWnV7yNIfEu8V9gdFSTqakl8wDNi_J4V6fLAyDalKH_ipbkeL6gvXVJWBeiwzWcvw7ZSPecYzpZRlLpaJgNzfxAnGQTHN5nctr2cjklFHq92n6g1yMFyh2eUcRkJtfCJ3YoCauG-xdFyEidrqprkYEazA-aoelEQVbj1NS9_4zFwXlF1ZI41Ig5ID53oPQ_PDQAQlI2HX6SxCY-TYFEeo9rB2uw_81qY06BoZD4YpwMYTb0D-NJ_15BWDMICjWzUZAVzpLkjTJRHVY5_5zJtpRx_w.jpg,6.47K,255,34,1,147
20,4defa3a787a24bb79fef07a9ed182fef,tg,https://t.me/gusarovby,Гусаров маркетинг ☄️,"14,5 лет опыта в интернет-маркетинге. Владелец агентства GUSAROV\\n\\nПо поводу рекламы и сотрудничества писать @gusarov4\\n\\nУчу edugusarov.by\\n\\nПродвигаю gusarov.by\\n\\nЧат 3500 участников https://t.me/+Y2VSUMIxAKUwYTdi",0,0,https://cdn4.cdn-telegram.org/file/ud7JYkHYjRSE8GQ3GobUPI0x2mI6a_dzyL5GJQDdGvVEkASePJupUTIX84rJA7FG69LuOezTLvA8IeGbFlm065yW3TrWGS5HXtvJ8zDaOqumQUAgtKztIlhs_IDMs-mDMwyCJDSYBibk9fBabN42sXtOCcXYgc7Wv-mdphCV3qJLk7zzZXfZigqIsNRdPOqb3UatH7mUERWFkMLzd1zYYFcMB-8oHaJ8oZXz1qy7UuFDcRYPlKq81aoyTv76oDtAUea7Bllz6DethPtuKPF5GvulRuRxkq1zxM7kZ6vTQJg5C_YA58GHFfVBQP1bc5uTsgDuCUK29wFBGa4V2VNJ2w.jpg,23.3K,1.36K,177,39,1.76K
