user_id,social_type,channel_link,channel_name,channel_info,channel_readiness_collab,channel_verify,channel_ava,social_num_subs,social_num_photos,social_num_videos,social_num_files,social_num_links
409c3ace6fb14049a48d25b603ab13c7,tg,https://t.me/My_full_contact,Антистресс для предпринимателей 🩶 Ирина Матухнова,"Данный канал батарейка для жизни, которая нужна любому предпринимателю. Здесь вы найдете ответы на важные вопросы, получите заряд радости и вдохновения.",0,0,https://cdn4.cdn-telegram.org/file/a9rZz3LPiDCTc9XlPQS5aIdtAz-BzX7vRpBW6K2qwp1VO90fKwpaTD1SC23Wc8zJT_tRTWz8xztyc4qN9axNMEhRYIk1DZjMFE_bSJ4DySu0fd0kmxq52twoH4Km-6F04BuHuzlNE-uUQRpP-VrDx6VeFqch__gpvzPrt51XeoURINab3Uks5Z9e3rDmV90XHLppoEERp8VELYB1GxXSdggQP6HEoLh-G3_DcSKFK3N1Y-dWMG9muT8ZXyGymG6uIKZB9stxbG8A9XJEj13RoB3WLBiup3eblwEKzNhKvd4EGfqcKai2JoDmZIpQzzouVHP8WyaTCeOhxU4rWGluMQ.jpg,299,174,83,2,64
ce6c24c2ef9746dabfd6ba8c63c156a2,tg,https://t.me/that_was_the_plan,Так и было задумано,"Менеджер, который распрямляет процессы, спорит с самозванцем и задорно перформит. Здесь — мои хаотичные методы выживания: как не утонуть в задачах, сохранить баланс между стратегией и рутиной и не потерять команду, фокус и себя

@rawtu, пишу о том, о сем",0,0,https://cdn4.cdn-telegram.org/file/gAvfRQ65JHNSG3H9YEt9wS7I0V5CFZTXIF1UIO_zqp4oMo7qhzDJ38K2tddSZtvgaD6E2B6FeDeuSlFtFwbBLz-anicC_H135OuSSPRAxrrqZQSABeGEyYsKmyNw84nCmRY6ZkRZr5raLWSrHMSvZPdot4TtTha-tLNfYyvczoSQn9hxc34MBuZPnpkVgxwiudF-8Wl0-VRfrLA2wmipb_5T_s29ggJPHnDfYYGZW_HuUksrUVddJVnZtQhzfTXhOUa_DaAcvP2kvP_HcW28zXSOQiOhYSNwPJukyPk_FaRUyoFKgvTOtBJ-Sa2n3zQ9uBoCXfEEWJvPVRa_V5dNVQ.jpg,123,27,1,1,18
af7b45ebb6a4430896e105f8f6a87381,tg,https://t.me/ognevapr,Опять Огнева?,"Заметки регионального пиарщика, инсайты/ды, практический опыт и немного личного от краснодарского пиар-директора.

Предложить что-то или позвать на проект сюда: https://ogncy.ru/",0,0,https://cdn4.cdn-telegram.org/file/g_pbWnqV38niciqFZOH3dbtaEWKWTqeGJh-5mGsuMAhcaOVGkEXBlkmCNO-nX-ZkJDU4CufuaUEmITHBERK72WYx1YnZDu_JRP7rjV5Z3ny8xrY8qugsz-gPPyFpuKubsSdnRHm0Xl-OgIreQIfpdBT2QtxHy3GEh-Djmv7JRm-hemLQ8ZlHJJ2cYXzKtO4DBbKsqXbcEOHgKdXBSw-33lt0AbRCLsg2mWUWbdpPOplUWUYXslKspvVjmhET4jOK4Eeh2rqXBaoP5y1I8GIF66JJfjBOaCYYvVatWyuL7g3rJtiU6DhZG31Q0qUZgZ2eve28IJLKyuD2Hc5E8ustug.jpg,107,37,8,35,
9566f8401c43403982e610a89379dcf2,tg,https://t.me/vividvisualkrd,Рилсмейкер | SMM - Краснодар/Крым,"Меня зовут Виктория, уже более 3 лет я работаю в сфере соц.сетей и создания контента 👩🏼‍💻
На этом канале вы можете увидеть мою работу изнутри, кейсы, записаться на съемку или на комплексное ведение соц.сетей 🫶🏽",0,0,https://cdn4.cdn-telegram.org/file/U2nzQ-H3GFJtYLKkt8zZWSzKWehdMc7ULMRRSpR4Ts-8KAmHAd2-9fZThxAR8DAHvroKRXSOIQKA-Yb2czp6AI4fhVhVHvCZkzO9MQfUt8dkSVybf4DYRgTrbqCxtpWSYwcKP3k-a0pknCNspHniysbRwYU3S0BOCJM5gGlJwJoqSScqsaMs3jSniOyBRt35USKDXcn8nd-XmZammLItnnrYP6Vz96RjXbno4egfeA5UzeledjlJxDv3ceHMSB_TyRxNEui7_mJo9ACpMbVzIz5ruXqybgiqHPHTCFOOcNQ9_KgsSPUW2LfuAwZtK4Bf-aNleLyCNm8aAo1169y-lg.jpg,27,109,90,1,
7748c1de64b54a4cb5bba99b66177ab7,tg,https://t.me/for_Founder,ДЛЯ ОСНОВАТЕЛЕЙ,"Канал для предпринимателей и экспертов. Про развитие стратегического и тактического мышления, про целеполагание. Про мышление без ограничений. Про развитие: лидерства, EQ, управленческих компетенции. Про эффективную команду.",0,0,https://cdn4.cdn-telegram.org/file/RuUhLIrl5GHnLnvtvNU2DkQAiOQYlT4reNUmpyVVdtljbH4CJ0A0zzSvZC1JqjVdYz9HrNL_ixdoqQAT4AzvEH-nYvSzway_C4VYsitCJzeB1TlHoLbPSM9VIulVMacPpa6u3r77TE9bGMkVkmN-fNMl0G794n5BNWs3w5NfC6nlJvZSzcBaZynTkGCA-KlNFvN8KMKkbLGj4iBFmsjxJA6_RLp4FrB06xNRA4hzwYz7a1wclD7Tjqk6fcXhjW72siUICnWIe8LhyuPEdTZ8tIDLaj15-WIVbwvln5hbx-TML7w6ErR9iLDyApZRM6w1hVck0zCCS62qJB3NeWUbyQ.jpg,25,6,1,1,
916b7bf2d6f94a139fba97bdc9eb01a3,tg,https://t.me/yugmarketing,Южный клуб маркетинга,"Закрываем все вопросы по маркетингу.

Помогаем бизнесу расти, делясь лучшими практиками в маркетинге.

Регулярные бизнес-мероприятия @yugmarketing

Партнерство, сотрудничество: @jpalumae

Взаимный PR, экспертное размещение: @almaz_olga",0,0,https://cdn4.cdn-telegram.org/file/AlnCBh-Ogm8BTsg01K4T9EQV_d9EH2mDH5XKxZNW_1PHC2dwiVZN5CBeCEXjbKcKjED8JPz79ILKs4bWL_fx9ke7beiRMbu5BJHJgFhy94eWtXEY7lNZza0KjT910AzvPTik3gHk_Alw3xeafIuSfE5QARIMVeUS2mvZ9rjw2zcQKqxhuvM8FQ74a8ZCqlLsMEJonIpfn3BsH7A_0EwjpLscuLOzyPt1I2y0wWWrLyvVxg6u8tMPMkmmPc-B-Vt1zqnbgQ211J449QR_U9EXkI8Yri3uIUOQ4t1qMYE3M-0Tr2G3ITRLsYcBeaWw4NyV3GfXfC6PfOy_TMuAUFvkrQ.jpg,2.69K,577,108,4,401
51af49bcf16748b69c72f9b7d6b49f3c,tg,https://t.me/camilla_business,Камилла про бизнес и маркетинг,"Предприниматель и маркетолог, 10 лет опыта. Рассказываю, как быть богатым не быстро, а навсегда, выстроить системный бизнес и маркетинг и привлекать клиентов из Телеграма.

Написать нам: @camilla_team

Курс по Телеграму: https://clck.ru/3AYQCH",0,0,https://cdn4.cdn-telegram.org/file/K6PjlKd0i7bffZx3rqajlfvlV_m_fCHZfCWOW07m5cOWvOzcr2zhsNpFq-nujq6jO1uPXclfY3qyVFzHKA6xS9IR-5wVQNAm4QfNk3GHu7PpbC73jGpd-nB9144XJtkzs9eBrGYcVJ7uxz_bTIpgAlD9SEHuUnUyUI89okVUEEBAKqi53tUY1Q_vv56VkY7EIPdv_LIUwopvBPGcNyp2sPBx_ifoJ3PMj1gEsHANOuxx_jhVMDW4lCPR91zGY4IVWPcHrt0rmdZ-xvrTiVAJOuR-kQJzdvqbUiLWgeLji_4m8Xv4xkc3NLgIkExBEYoHPQuf_Ie8jbUU5yJn-IQUWA.jpg,22.1K,1.15K,325,5,753
2546adc8c7e24984bd72e2f13654e327,tg,https://t.me/inclient,Бегин,"Контент-маркетинг, нейросети и житие-бытие. Автор: Алексей Бегин (@begin17)",0,0,https://cdn4.cdn-telegram.org/file/LqEZp6MyR_rIKXOyr3cjS9E2kAfdGRSGJxmqfOx8q5EW-GEf8_5cPFcpvYnCyz8-zOHrHWJR6dVO5pRaAry2-iwD-EW-_9U2c4HCq2TT13rNdkTb6NS-ESwJFNByZxb3EKGmNUuyYRwcIiDGUc1DHscB9jYJjcgkFR6pnqxl2XRwju6CI4fzuhpAiOkohdJ5Zso1vkINkBZBFnMyIRZMc7T2D0ipeLN7k9UUScvCWm0Kb5VCIoXz5GcBue4V13LKJp6nIDnVkDn6jM9D8cNahNrTuxeyHu2bvwH8el-ckBOi_kjSRTj4ZG2hbqIiefx-v4rDFt-9-I6x-WsZE--6bQ.jpg,9.4K,575,23,27,546
fb9042fc441e4a50a453b9877d8757be,tg,https://t.me/marketlead_me,Вероника и GPT-маркетологи,"🏴‍☠️ Пишу как сделать карьеру в маркетинге. И успевать больше с GPT. Делаю Marketlead.me, где мы подобрали уже 100 маркетологов в штат.

Ко мне: @supernilson
Вакансии Marketlead: https://spb.hh.ru/employer/10718562",0,0,https://cdn4.cdn-telegram.org/file/vwziZ-2FB6yaJTDV1tjelWqc74wA9RLdlvvqybL8mGW32XsAZl_qva1D_4GR02vwDOyDMU2NB1Vtxefeafn1eBU8v3Kqz9wSdu6R4phCPVb2gHkYgeQbjoOFQlix7u6bNt6pcbyVKkAxcLnYmfL81deNhDj0dHQe5ktI73VMM2FKW89HLWwk4S4GDNVlIVZUIHoYJDgKYuCRuokaEDBU9yMwFvxchvrXvz6qIiH4cxC4re5MVGRREe2h8vEmeBSQk3QoA1JsBqsQ6bzbh8Z0DoKqPRwrVsD0134AY9ClYJrF_n5N8mbS98BmUFDiWdLnDgmixONN_VFCocI7GfmSKw.jpg,6.47K,255,34,1,146
5a288cfbeb5f40d9bc9730563f154e5a,tg,https://t.me/ask_kira,Спросите Киру,"Сбер, Ex-VK/Ozon/Delivery Club.
Карьерный консультант, работаю с пишущими спецами: kira-kalimulina.ru/consulting
UXW-база: clck.ru/3Dng5u

Спросить/реклама @Kira_Kalimulina",0,0,https://cdn4.cdn-telegram.org/file/m2PKulMFATD6j_ayK5LNy-VCm488zDktEAeyBG_ZZxgtxPXFxLTmAL1RLovrPqF92S2QMm_d0OOb2P2m8aWkhG3ZKkDY7zyzrrF3QUvvm92HdjHeI8sIJFC5NSSNiECSIVLG-XDpKNvWryqAaq-gHUQoJAwsFFK62QE3ZVxkjBhudmEz8TUaMUBotxWt6mGJMKvTebKBuWdjBvvT465yjkD8sBNX3W_MgA1u9rZbFx0OMAP_Ptc7JTagF1B04jM_FIFzNSg6fdCwGi5AYY2nkY-HrHaagnEdojoZDfsXcz_UD4KFwCzgkvD_aqxqTTbyOKsGRH0q2tZUhJlQTTu-YA.jpg,4.29K,617,78,320,
50bf7c25a2d2446aa8781bf1e22df878,tg,https://t.me/gusarovby,Гусаров маркетинг ☄️,"14,5 лет опыта в интернет-маркетинге. Владелец агентства GUSAROV

По поводу рекламы и сотрудничества писать @gusarov4

Учу edugusarov.by

Продвигаю gusarov.by

Чат 3500 участников https://t.me/+Y2VSUMIxAKUwYTdi",0,0,https://cdn4.cdn-telegram.org/file/J6CJDiZh-3jsLOHRnu-VlXlIMaW6bcc4uqMa_e0pxNJ8PLmf-4iUlLI_5DGZbXqQNJQ4hFIllvw3TsQxbutx8_eT-K9PQv6pEPmf0YkEOGw-_4qeX1B6CGN2O4tvhJye2QXkYJCQ1tIU6OuRdYyUvkUPVJ8AO19qiySjlbYSEaqbO6jsYqOEZ5iwS7uDbDDyNsnCT4kHmhyNcenlmVasOgIJGNgJDO6PIvA5GnBP4b_0aBVwjwjvqkPlRrYKvUrgaEdZmf9cG-8sesbDXfYAv0Wde1rscvhBtqrGx-k_HxVN1jUXp9MWRz8QT9GFpEH2M96gtnxf0VCaBWCI6Ddgyw.jpg,23.3K,1.36K,177,39,1.76K
